geoid,SPORDER,PWGTP,AGEP,DDRS,DEAR,DEYE,DOUT,DPHY,DRAT,DREM,JWMNP,JWTR,RELP,SCHL,SEX,WKHP,WKW,DIS,ESR,RELP_label,SCHL_label,SEX_label,ESR_label,WKW_label,JWTR_label,WKHP_label,JWMNP_label,DIS_label,DEAR_label,DEYE_label,DREM_label,DPHY_label,DOUT_label,DDRS_label,DRAT_label,person_age_group,decision_capable,decision_policy,synthetic_household_id,resident_id
14000US06089011401,1,2,54,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,0,21.0,2,40.0,1.0,2,1.0,Reference person,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000010,syn_t023_h0000010_r001
14000US06089011401,2,3,56,2.0,2,2,2.0,2.0,,2.0,,,1,19.0,1,,,2,6.0,Husband/wife,"1 or more years of college credit, no degree",Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000010,syn_t023_h0000010_r002
14000US06089011401,1,17,43,2.0,2,2,2.0,2.0,,2.0,5.0,1.0,0,18.0,1,40.0,1.0,2,1.0,Reference person,"Some college, but less than 1 year",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000011,syn_t023_h0000011_r001
14000US06089011401,2,17,42,2.0,2,2,2.0,2.0,,2.0,40.0,1.0,1,16.0,2,40.0,1.0,2,1.0,Husband/wife,Regular high school diploma,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000011,syn_t023_h0000011_r002
14000US06089011401,3,23,20,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,2,19.0,1,30.0,4.0,2,1.0,Biological son or daughter,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",27 to 39 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t023_h0000011,syn_t023_h0000011_r003
14000US06089011401,4,22,18,2.0,2,2,2.0,2.0,,2.0,,,2,14.0,1,,,2,6.0,Biological son or daughter,Grade 11,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t023_h0000011,syn_t023_h0000011_r004
14000US06089011401,1,20,66,2.0,2,2,2.0,1.0,,2.0,,,0,12.0,2,,,1,6.0,Reference person,Grade 9,Female,Not in labor force,,,,,With a disability,No,No,No,Yes,No,No,,65_plus,True,generative,syn_t023_h0000012,syn_t023_h0000012_r001
14000US06089011401,2,19,71,2.0,2,2,2.0,2.0,,2.0,25.0,1.0,1,19.0,1,20.0,4.0,2,1.0,Husband/wife,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",27 to 39 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t023_h0000012,syn_t023_h0000012_r002
14000US06089011401,1,38,31,2.0,2,2,2.0,2.0,,2.0,,,0,18.0,2,40.0,2.0,2,6.0,Reference person,"Some college, but less than 1 year",Female,Not in labor force,48 to 49 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t023_h0000013,syn_t023_h0000013_r001
14000US06089011401,2,41,11,2.0,2,2,,2.0,,2.0,,,2,8.0,1,,,2,,Biological son or daughter,Grade 5,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t023_h0000013,syn_t023_h0000013_r002
14000US06089011401,3,39,3,,2,2,,,,,,,2,1.0,2,,,2,,Biological son or daughter,No schooling completed,Female,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t023_h0000013,syn_t023_h0000013_r003
14000US06089011401,1,13,83,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,0,22.0,1,4.0,1.0,2,1.0,Reference person,Master's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t023_h0000014,syn_t023_h0000014_r001
14000US06089011401,1,7,44,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,0,20.0,2,40.0,1.0,2,1.0,Reference person,Associate's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000015,syn_t023_h0000015_r001
14000US06089011401,2,6,46,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,1,16.0,1,40.0,1.0,2,1.0,Husband/wife,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000015,syn_t023_h0000015_r002
14000US06089011401,1,37,46,2.0,2,2,2.0,2.0,,2.0,5.0,1.0,0,19.0,1,60.0,1.0,2,1.0,Reference person,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000016,syn_t023_h0000016_r001
14000US06089011401,1,12,67,2.0,2,2,2.0,2.0,,2.0,,,0,17.0,2,,,2,6.0,Reference person,GED or alternative credential,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t023_h0000017,syn_t023_h0000017_r001
14000US06089011401,1,26,64,2.0,2,2,2.0,2.0,,2.0,5.0,1.0,0,20.0,2,32.0,1.0,2,1.0,Reference person,Associate's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000018,syn_t023_h0000018_r001
14000US06089011401,2,34,62,2.0,2,2,2.0,2.0,,2.0,5.0,1.0,1,12.0,1,40.0,1.0,2,1.0,Husband/wife,Grade 9,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000018,syn_t023_h0000018_r002
14000US06089011401,1,50,51,2.0,2,2,2.0,2.0,,2.0,20.0,1.0,0,21.0,2,35.0,1.0,2,1.0,Reference person,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000019,syn_t023_h0000019_r001
14000US06089011401,2,36,22,2.0,2,2,2.0,2.0,,2.0,8.0,1.0,2,20.0,2,25.0,1.0,2,1.0,Biological son or daughter,Associate's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t023_h0000019,syn_t023_h0000019_r002
14000US06089011401,3,98,13,2.0,2,2,,2.0,,2.0,,,2,10.0,2,,,2,,Biological son or daughter,Grade 7,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t023_h0000019,syn_t023_h0000019_r003
14000US06089011401,1,22,35,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,0,23.0,2,45.0,2.0,2,1.0,Reference person,Professional degree beyond a bachelor's degree,Female,"Civilian employed, at work",48 to 49 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000020,syn_t023_h0000020_r001
14000US06089011401,2,21,38,2.0,2,2,2.0,2.0,,2.0,,,1,23.0,2,45.0,1.0,2,2.0,Husband/wife,Professional degree beyond a bachelor's degree,Female,"Civilian employed, with a job but not at work",50 to 52 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000020,syn_t023_h0000020_r002
14000US06089011401,3,21,4,,2,2,,,,,,,2,2.0,1,,,2,,Biological son or daughter,"Nursery school, preschool",Male,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t023_h0000020,syn_t023_h0000020_r003
14000US06089011401,4,21,1,,2,2,,,,,,,2,,1,,,2,,Biological son or daughter,,Male,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t023_h0000020,syn_t023_h0000020_r004
14000US06089011401,1,14,68,2.0,1,2,2.0,1.0,,2.0,,,0,19.0,1,4.0,4.0,1,6.0,Reference person,"1 or more years of college credit, no degree",Male,Not in labor force,27 to 39 weeks worked during past 12 months,,,,With a disability,Yes,No,No,Yes,No,No,,65_plus,True,generative,syn_t023_h0000021,syn_t023_h0000021_r001
14000US06089011401,2,13,58,2.0,2,2,2.0,2.0,,2.0,7.0,1.0,1,21.0,2,40.0,1.0,2,1.0,Husband/wife,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t023_h0000021,syn_t023_h0000021_r002
14000US06089011402,1,27,69,2.0,2,2,2.0,2.0,,2.0,,,0,18.0,1,,,2,6.0,Reference person,"Some college, but less than 1 year",Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t024_h0000001,syn_t024_h0000001_r001
14000US06089011402,1,15,41,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,21.0,2,40.0,1.0,2,1.0,Reference person,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000002,syn_t024_h0000002_r001
14000US06089011402,2,14,43,2.0,2,2,2.0,2.0,,2.0,3.0,10.0,1,18.0,1,40.0,1.0,2,1.0,Husband/wife,"Some college, but less than 1 year",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,Walked,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000002,syn_t024_h0000002_r002
14000US06089011402,3,17,18,2.0,2,2,2.0,2.0,,2.0,,,2,16.0,1,,,2,6.0,Biological son or daughter,Regular high school diploma,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t024_h0000002,syn_t024_h0000002_r003
14000US06089011402,4,17,16,2.0,2,2,1.0,2.0,,1.0,,,2,13.0,2,,,1,6.0,Biological son or daughter,Grade 10,Female,Not in labor force,,,,,With a disability,No,No,Yes,No,Yes,No,,0_17,False,dependent,syn_t024_h0000002,syn_t024_h0000002_r004
14000US06089011402,5,16,15,2.0,2,2,2.0,2.0,,2.0,,,2,12.0,2,,,2,,Biological son or daughter,Grade 9,Female,,,,,,Without a disability,No,No,No,No,No,No,,0_17,False,dependent,syn_t024_h0000002,syn_t024_h0000002_r005
14000US06089011402,1,5,62,2.0,1,2,1.0,1.0,,1.0,,,0,19.0,1,,,1,6.0,Reference person,"1 or more years of college credit, no degree",Male,Not in labor force,,,,,With a disability,Yes,No,Yes,Yes,Yes,No,,35_64,True,generative,syn_t024_h0000003,syn_t024_h0000003_r001
14000US06089011402,1,15,19,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,0,16.0,1,35.0,1.0,2,1.0,Reference person,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t024_h0000004,syn_t024_h0000004_r001
14000US06089011402,2,29,20,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,1,16.0,2,35.0,1.0,2,1.0,Husband/wife,Regular high school diploma,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t024_h0000004,syn_t024_h0000004_r002
14000US06089011402,1,10,57,2.0,2,2,2.0,2.0,,2.0,5.0,1.0,0,16.0,1,50.0,1.0,2,1.0,Reference person,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000005,syn_t024_h0000005_r001
14000US06089011402,2,11,57,2.0,2,2,2.0,2.0,,2.0,,11.0,1,21.0,2,40.0,1.0,2,1.0,Husband/wife,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,Worked at home,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000005,syn_t024_h0000005_r002
14000US06089011402,1,9,58,2.0,1,2,2.0,2.0,,2.0,5.0,1.0,0,19.0,1,40.0,1.0,1,1.0,Reference person,"1 or more years of college credit, no degree",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,With a disability,Yes,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000006,syn_t024_h0000006_r001
14000US06089011402,2,14,39,2.0,2,2,2.0,2.0,,2.0,,,2,15.0,1,,,2,6.0,Biological son or daughter,12th grade - no diploma,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000006,syn_t024_h0000006_r002
14000US06089011402,3,12,35,2.0,2,2,2.0,2.0,,2.0,,,2,16.0,2,,,2,6.0,Biological son or daughter,Regular high school diploma,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000006,syn_t024_h0000006_r003
14000US06089011402,4,9,69,2.0,2,2,2.0,2.0,,2.0,5.0,1.0,13,16.0,2,40.0,2.0,2,1.0,Unmarried partner,Regular high school diploma,Female,"Civilian employed, at work",48 to 49 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t024_h0000006,syn_t024_h0000006_r004
14000US06089011402,1,98,60,2.0,2,2,2.0,2.0,,2.0,20.0,1.0,0,18.0,1,20.0,3.0,2,1.0,Reference person,"Some college, but less than 1 year",Male,"Civilian employed, at work",40 to 47 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000007,syn_t024_h0000007_r001
14000US06089011402,2,96,60,2.0,2,2,2.0,2.0,,2.0,75.0,1.0,1,19.0,2,45.0,1.0,2,1.0,Husband/wife,"1 or more years of college credit, no degree",Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000007,syn_t024_h0000007_r002
14000US06089011402,3,100,25,2.0,2,2,2.0,2.0,,2.0,,,2,18.0,2,,,2,6.0,Biological son or daughter,"Some college, but less than 1 year",Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t024_h0000007,syn_t024_h0000007_r003
14000US06089011402,4,84,5,2.0,2,2,,2.0,,2.0,,,7,3.0,2,,,2,,Grandchild,Kindergarten,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t024_h0000007,syn_t024_h0000007_r004
14000US06089011402,1,48,36,2.0,2,2,2.0,2.0,,2.0,,,0,21.0,2,,,2,6.0,Reference person,Bachelor's degree,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000008,syn_t024_h0000008_r001
14000US06089011402,2,55,36,2.0,2,2,2.0,2.0,,2.0,80.0,1.0,1,21.0,1,40.0,1.0,2,1.0,Husband/wife,Bachelor's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000008,syn_t024_h0000008_r002
14000US06089011402,3,53,5,2.0,2,2,,2.0,,2.0,,,2,2.0,1,,,2,,Biological son or daughter,"Nursery school, preschool",Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t024_h0000008,syn_t024_h0000008_r003
14000US06089011402,4,51,3,,2,2,,,,,,,2,1.0,2,,,2,,Biological son or daughter,No schooling completed,Female,,,,,,Without a disability,No,No,,,,,,0_17,False,dependent,syn_t024_h0000008,syn_t024_h0000008_r004
14000US06089011402,1,20,70,2.0,1,2,2.0,2.0,,2.0,,,0,18.0,1,,,1,6.0,Reference person,"Some college, but less than 1 year",Male,Not in labor force,,,,,With a disability,Yes,No,No,No,No,No,,65_plus,True,generative,syn_t024_h0000009,syn_t024_h0000009_r001
14000US06089011402,2,19,70,2.0,2,2,2.0,2.0,,2.0,,,13,24.0,2,,,2,6.0,Unmarried partner,Doctorate degree,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t024_h0000009,syn_t024_h0000009_r002
14000US06089011402,1,56,46,2.0,2,2,2.0,2.0,,2.0,20.0,1.0,0,19.0,2,40.0,1.0,2,1.0,Reference person,"1 or more years of college credit, no degree",Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000010,syn_t024_h0000010_r001
14000US06089011402,2,34,31,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,1,16.0,1,40.0,4.0,2,1.0,Husband/wife,Regular high school diploma,Male,"Civilian employed, at work",27 to 39 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t024_h0000010,syn_t024_h0000010_r002
14000US06089011402,3,41,16,2.0,2,2,2.0,2.0,,2.0,,,2,13.0,1,,,2,6.0,Biological son or daughter,Grade 10,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,0_17,False,dependent,syn_t024_h0000010,syn_t024_h0000010_r003
14000US06089011402,4,81,12,2.0,2,2,,2.0,,2.0,,,2,9.0,1,,,2,,Biological son or daughter,Grade 6,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t024_h0000010,syn_t024_h0000010_r004
14000US06089011402,1,11,60,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,0,20.0,1,40.0,1.0,2,1.0,Reference person,Associate's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000011,syn_t024_h0000011_r001
14000US06089011402,2,8,57,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,1,16.0,2,35.0,1.0,2,1.0,Husband/wife,Regular high school diploma,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000011,syn_t024_h0000011_r002
14000US06089011402,1,4,43,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,0,21.0,1,60.0,1.0,2,1.0,Reference person,Bachelor's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000012,syn_t024_h0000012_r001
14000US06089011402,1,9,63,2.0,2,2,2.0,2.0,2.0,2.0,,,0,18.0,1,40.0,3.0,2,6.0,Reference person,"Some college, but less than 1 year",Male,Not in labor force,40 to 47 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,10 or 20 percent,35_64,True,generative,syn_t024_h0000013,syn_t024_h0000013_r001
14000US06089011402,2,9,63,2.0,2,2,2.0,2.0,,2.0,,,1,4.0,2,,,2,6.0,Husband/wife,Grade 1,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000013,syn_t024_h0000013_r002
14000US06089011402,1,16,47,2.0,2,2,2.0,2.0,,2.0,30.0,1.0,0,21.0,2,40.0,1.0,2,1.0,Reference person,Bachelor's degree,Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000014,syn_t024_h0000014_r001
14000US06089011402,2,14,46,2.0,2,2,2.0,2.0,,2.0,10.0,1.0,1,21.0,1,40.0,1.0,2,1.0,Husband/wife,Bachelor's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000014,syn_t024_h0000014_r002
14000US06089011402,3,15,17,2.0,2,2,2.0,2.0,,2.0,,,2,13.0,2,16.0,6.0,2,6.0,Biological son or daughter,Grade 10,Female,Not in labor force,less than 14 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,0_17,False,dependent,syn_t024_h0000014,syn_t024_h0000014_r003
14000US06089011402,4,15,14,2.0,2,2,,2.0,,2.0,,,2,11.0,2,,,2,,Biological son or daughter,Grade 8,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t024_h0000014,syn_t024_h0000014_r004
14000US06089011402,5,15,12,2.0,2,2,,2.0,,2.0,,,2,9.0,1,,,2,,Biological son or daughter,Grade 6,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t024_h0000014,syn_t024_h0000014_r005
14000US06089011402,1,39,68,2.0,2,2,2.0,2.0,,2.0,,,0,20.0,2,,,2,6.0,Reference person,Associate's degree,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t024_h0000015,syn_t024_h0000015_r001
14000US06089011402,2,50,84,2.0,1,1,1.0,1.0,,2.0,,,1,19.0,1,,,1,6.0,Husband/wife,"1 or more years of college credit, no degree",Male,Not in labor force,,,,,With a disability,Yes,Yes,No,Yes,Yes,No,,65_plus,True,generative,syn_t024_h0000015,syn_t024_h0000015_r002
14000US06089011402,1,19,39,2.0,2,2,2.0,2.0,,2.0,25.0,1.0,0,18.0,1,99.0,1.0,2,1.0,Reference person,"Some college, but less than 1 year",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",99 or more usual hours,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000016,syn_t024_h0000016_r001
14000US06089011402,2,15,37,2.0,2,2,2.0,2.0,,2.0,,11.0,1,19.0,2,65.0,1.0,2,1.0,Husband/wife,"1 or more years of college credit, no degree",Female,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,Worked at home,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t024_h0000016,syn_t024_h0000016_r002
14000US06089011402,3,18,13,2.0,2,2,,2.0,,2.0,,,2,11.0,1,,,2,,Biological son or daughter,Grade 8,Male,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t024_h0000016,syn_t024_h0000016_r003
14000US06089011402,4,18,7,2.0,2,2,,2.0,,2.0,,,2,4.0,2,,,2,,Biological son or daughter,Grade 1,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t024_h0000016,syn_t024_h0000016_r004
14000US06089011402,5,18,9,2.0,2,2,,2.0,,2.0,,,3,6.0,2,,,2,,Adopted son or daughter,Grade 3,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t024_h0000016,syn_t024_h0000016_r005
14000US06089011402,6,18,8,2.0,2,2,,2.0,,2.0,,,3,5.0,2,,,2,,Adopted son or daughter,Grade 2,Female,,,,,,Without a disability,No,No,No,No,,No,,0_17,False,dependent,syn_t024_h0000016,syn_t024_h0000016_r006
14000US06089011402,7,16,18,2.0,2,2,2.0,2.0,,2.0,,,4,18.0,1,,,2,3.0,Stepson or stepdaughter,"Some college, but less than 1 year",Male,Unemployed,,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t024_h0000016,syn_t024_h0000016_r007
14000US06089011403,1,9,51,2.0,2,2,2.0,2.0,,2.0,,,0,20.0,1,,,2,6.0,Reference person,Associate's degree,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t025_h0000001,syn_t025_h0000001_r001
14000US06089011403,2,6,52,2.0,2,2,2.0,2.0,,2.0,,,1,15.0,2,,,2,6.0,Husband/wife,12th grade - no diploma,Female,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t025_h0000001,syn_t025_h0000001_r002
14000US06089011403,1,17,27,2.0,2,2,2.0,2.0,,2.0,,,0,16.0,2,8.0,4.0,2,3.0,Reference person,Regular high school diploma,Female,Unemployed,27 to 39 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t025_h0000002,syn_t025_h0000002_r001
14000US06089011403,2,22,56,2.0,2,2,2.0,2.0,,2.0,20.0,12.0,6,16.0,1,40.0,1.0,2,1.0,Father or mother,Regular high school diploma,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,Other method,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t025_h0000002,syn_t025_h0000002_r002
14000US06089011403,3,48,25,2.0,2,2,2.0,2.0,,2.0,20.0,12.0,10,17.0,1,20.0,1.0,2,1.0,Other relative,GED or alternative credential,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,Other method,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t025_h0000002,syn_t025_h0000002_r003
14000US06089011403,4,43,18,2.0,2,2,2.0,2.0,,2.0,,11.0,10,17.0,1,15.0,1.0,2,1.0,Other relative,GED or alternative credential,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,Worked at home,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t025_h0000002,syn_t025_h0000002_r004
14000US06089011403,1,24,57,2.0,2,2,2.0,2.0,,2.0,10.0,9.0,0,18.0,1,40.0,1.0,2,1.0,Reference person,"Some college, but less than 1 year",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,Bicycle,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t025_h0000003,syn_t025_h0000003_r001
14000US06089011403,1,14,49,2.0,2,2,2.0,1.0,,2.0,,,0,18.0,2,,,1,6.0,Reference person,"Some college, but less than 1 year",Female,Not in labor force,,,,,With a disability,No,No,No,Yes,No,No,,35_64,True,generative,syn_t025_h0000004,syn_t025_h0000004_r001
14000US06089011403,2,13,57,2.0,2,2,2.0,2.0,,2.0,,11.0,1,18.0,1,50.0,1.0,2,1.0,Husband/wife,"Some college, but less than 1 year",Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,Worked at home,,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t025_h0000004,syn_t025_h0000004_r002
14000US06089011403,3,15,26,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,15,16.0,1,28.0,3.0,2,1.0,Other nonrelative,Regular high school diploma,Male,"Civilian employed, at work",40 to 47 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t025_h0000004,syn_t025_h0000004_r003
14000US06089011403,4,18,26,2.0,2,2,2.0,2.0,,2.0,,,15,16.0,2,6.0,4.0,2,2.0,Other nonrelative,Regular high school diploma,Female,"Civilian employed, with a job but not at work",27 to 39 weeks worked during past 12 months,,,,Without a disability,No,No,No,No,No,No,,18_34,True,generative,syn_t025_h0000004,syn_t025_h0000004_r004
14000US06089011403,1,52,90,2.0,2,2,2.0,2.0,,2.0,,,0,16.0,1,,,2,6.0,Reference person,Regular high school diploma,Male,Not in labor force,,,,,Without a disability,No,No,No,No,No,No,,65_plus,True,generative,syn_t025_h0000005,syn_t025_h0000005_r001
14000US06089011403,1,12,46,2.0,2,2,2.0,2.0,,2.0,15.0,1.0,0,21.0,1,36.0,1.0,2,1.0,Reference person,Bachelor's degree,Male,"Civilian employed, at work",50 to 52 weeks worked during past 12 months,"Car, truck, or van",,,Without a disability,No,No,No,No,No,No,,35_64,True,generative,syn_t025_h0000006,syn_t025_h0000006_r001
