geoid,PUMA,ADJINC,WGTP,NP,TYPE,ACCESS,BDSP,BLD,HISPEED,RMSP,SMARTPHONE,TEN,VEH,HHT,HINCP,HUPAC,HUPAOC,HUPARC,NOC,NRC,WIF,HINCP_ADJUSTED_2018,negative_income,TEN_label,BLD_label,ACCESS_label,HISPEED_label,SMARTPHONE_label,HUPAC_label,HUPAOC_label,HUPARC_label,WIF_label,household_income,vehicle_count,household_structure,household_older_adult_presence,weight,household_size,synthetic_household_id
14000US06089011500,8900,1061242,14,2,1,1,2.0,2,1.0,5.0,2,2,2.0,1.0,23400.0,4,4,4,0.0,0.0,0.0,24833.0628,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,20000_24999,2,married_couple,has_65_plus,14.0,2,syn_t026_h0000028
14000US06089011500,8900,1061242,44,2,1,1,2.0,6,1.0,4.0,1,4,2.0,2.0,32700.0,2,2,2,1.0,1.0,1.0,34702.6134,False,Occupied without payment of rent,5-9 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,30000_34999,2,other_male_householder,no_65_plus,44.0,2,syn_t026_h0000029
14000US06089011500,8900,1061242,51,2,1,3,3.0,2,,4.0,1,3,1.0,2.0,150000.0,2,2,2,1.0,1.0,0.0,159186.3,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,No workers,150000_199999,1,other_male_householder,no_65_plus,51.0,2,syn_t026_h0000030
14000US06089011500,8900,1054346,9,2,1,1,4.0,2,1.0,15.0,1,1,4.0,1.0,113000.0,4,4,4,0.0,0.0,1.0,119141.098,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,100000_124999,4_plus,married_couple,has_65_plus,9.0,2,syn_t026_h0000031
14000US06089011600,8900,1035838,13,5,1,1,4.0,2,1.0,7.0,1,3,3.0,1.0,51380.0,2,2,2,2.0,2.0,2.0,53221.35644,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,50000_59999,3,married_couple,no_65_plus,13.0,5,syn_t027_h0000001
14000US06089011600,8900,1061242,11,1,1,1,2.0,2,1.0,5.0,1,1,1.0,6.0,48200.0,4,4,4,0.0,0.0,,51151.8644,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,50000_59999,1,nonfamily_not_living_alone,has_65_plus,11.0,1,syn_t027_h0000002
14000US06089011600,8900,1054346,13,3,1,1,1.0,4,2.0,2.0,1,3,1.0,2.0,28800.0,1,1,1,1.0,1.0,2.0,30365.1648,False,Rented,2 Apartments,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,2 workers,30000_34999,1,other_male_householder,no_65_plus,13.0,3,syn_t027_h0000003
14000US06089011600,8900,1013097,41,1,1,3,3.0,2,,5.0,1,3,2.0,4.0,2000.0,4,4,4,0.0,0.0,,2026.194,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,Yes,No children,No own children present,No related children present,,lt_10000,2,nonfamily_living_alone,has_65_plus,41.0,1,syn_t027_h0000004
14000US06089011600,8900,1070673,12,2,1,1,3.0,2,1.0,6.0,1,3,1.0,3.0,0.0,2,2,2,1.0,1.0,0.0,0.0,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,No workers,lt_10000,1,other_female_householder,no_65_plus,12.0,2,syn_t027_h0000005
14000US06089011600,8900,1070673,12,2,1,1,3.0,2,2.0,6.0,1,1,3.0,1.0,51100.0,4,4,4,0.0,0.0,2.0,54711.3903,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,2 workers,50000_59999,3,married_couple,no_65_plus,12.0,2,syn_t027_h0000006
14000US06089011600,8900,1054346,55,3,1,1,3.0,2,1.0,6.0,1,1,1.0,3.0,51900.0,4,4,4,0.0,0.0,1.0,54720.5574,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,50000_59999,1,other_female_householder,no_65_plus,55.0,3,syn_t027_h0000007
14000US06089011600,8900,1013097,25,3,1,1,3.0,2,1.0,5.0,1,1,5.0,1.0,128000.0,4,4,4,0.0,0.0,2.0,129676.416,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,125000_149999,4_plus,married_couple,has_65_plus,25.0,3,syn_t027_h0000008
14000US06089011600,8900,1054346,31,3,1,1,2.0,5,2.0,4.0,1,3,1.0,3.0,8000.0,1,1,1,2.0,2.0,0.0,8434.768,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,No workers,lt_10000,1,other_female_householder,no_65_plus,31.0,3,syn_t027_h0000009
14000US06089011600,8900,1054346,14,1,1,1,2.0,3,2.0,4.0,1,3,1.0,4.0,60000.0,4,4,4,0.0,0.0,,63260.76,False,Rented,One-family house attached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,60000_74999,1,nonfamily_living_alone,no_65_plus,14.0,1,syn_t027_h0000010
14000US06089011600,8900,1054346,22,4,1,1,3.0,2,1.0,7.0,1,1,2.0,1.0,98000.0,2,2,2,2.0,2.0,2.0,103325.908,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,100000_124999,2,married_couple,no_65_plus,22.0,4,syn_t027_h0000011
14000US06089011600,8900,1054346,23,2,1,1,4.0,2,2.0,7.0,1,2,4.0,1.0,58800.0,4,4,4,0.0,0.0,1.0,61995.5448,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,1 worker,60000_74999,4_plus,married_couple,no_65_plus,23.0,2,syn_t027_h0000012
14000US06089011600,8900,1054346,38,2,1,1,2.0,3,2.0,4.0,1,3,2.0,5.0,0.0,4,4,4,0.0,0.0,,0.0,False,Rented,One-family house attached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,lt_10000,2,nonfamily_living_alone,has_65_plus,38.0,2,syn_t027_h0000013
14000US06089011600,8900,1061242,18,1,1,2,0.0,2,,1.0,1,3,1.0,4.0,24000.0,4,4,4,0.0,0.0,,25469.808,False,Rented,One-family house detached,"Yes, without paying a cell phone company or Internet service provider",,Yes,No children,No own children present,No related children present,,25000_29999,1,nonfamily_living_alone,no_65_plus,18.0,1,syn_t027_h0000014
14000US06089011600,8900,1054346,14,2,1,1,3.0,2,1.0,5.0,2,2,2.0,1.0,25100.0,4,4,4,0.0,0.0,0.0,26464.0846,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,25000_29999,2,married_couple,has_65_plus,14.0,2,syn_t027_h0000015
14000US06089011600,8900,1035838,16,6,1,1,5.0,2,1.0,7.0,1,3,4.0,3.0,87400.0,2,2,2,1.0,1.0,1.0,90532.2412,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,75000_99999,4_plus,other_female_householder,has_65_plus,16.0,6,syn_t027_h0000016
14000US06089011600,8900,1054346,14,2,1,1,2.0,2,1.0,5.0,1,4,1.0,1.0,18000.0,4,4,4,0.0,0.0,0.0,18978.228,False,Occupied without payment of rent,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,15000_19999,1,married_couple,no_65_plus,14.0,2,syn_t027_h0000017
14000US06089011600,8900,1070673,27,1,1,1,2.0,4,1.0,4.0,2,3,1.0,6.0,47000.0,4,4,4,0.0,0.0,,50321.631,False,Rented,2 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,50000_59999,1,nonfamily_not_living_alone,no_65_plus,27.0,1,syn_t027_h0000018
14000US06089011600,8900,1013097,20,2,1,1,3.0,2,1.0,7.0,1,1,3.0,5.0,114000.0,4,4,4,0.0,0.0,,115493.058,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,100000_124999,3,nonfamily_living_alone,has_65_plus,20.0,2,syn_t027_h0000019
14000US06089011600,8900,1054346,11,1,1,3,2.0,2,,6.0,2,3,2.0,4.0,2130.0,4,4,4,0.0,0.0,,2245.75698,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,lt_10000,2,nonfamily_living_alone,has_65_plus,11.0,1,syn_t027_h0000020
14000US06089011600,8900,1035838,11,12,1,1,3.0,2,1.0,6.0,1,3,2.0,1.0,46500.0,2,2,2,9.0,9.0,3.0,48166.467,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,3 or more workers in family,45000_49999,2,married_couple,no_65_plus,11.0,12,syn_t027_h0000021
14000US06089011701,8900,1013097,28,2,1,1,3.0,1,1.0,5.0,1,1,5.0,1.0,94570.0,4,4,4,0.0,0.0,2.0,95808.58329,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,75000_99999,4_plus,married_couple,no_65_plus,28.0,2,syn_t028_h0000001
14000US06089011701,8900,1070673,23,3,1,1,2.0,1,2.0,6.0,1,2,2.0,1.0,33300.0,4,4,4,0.0,0.0,0.0,35653.4109,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,No workers,35000_39999,2,married_couple,has_65_plus,23.0,3,syn_t028_h0000002
14000US06089011701,8900,1013097,30,7,1,1,4.0,2,1.0,5.0,1,1,3.0,1.0,164120.0,2,2,2,3.0,3.0,3.0,166269.47964,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,3 or more workers in family,150000_199999,3,married_couple,no_65_plus,30.0,7,syn_t028_h0000003
14000US06089011701,8900,1054346,33,4,1,1,2.0,2,2.0,4.0,1,3,2.0,3.0,16000.0,3,3,3,2.0,2.0,1.0,16869.536,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,1 worker,15000_19999,2,other_female_householder,no_65_plus,33.0,4,syn_t028_h0000004
14000US06089011701,8900,1054346,35,2,1,1,4.0,2,1.0,6.0,1,2,2.0,1.0,47200.0,4,4,4,0.0,0.0,1.0,49765.1312,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,45000_49999,2,married_couple,no_65_plus,35.0,2,syn_t028_h0000005
14000US06089011701,8900,1061242,7,2,1,1,2.0,2,2.0,5.0,2,1,3.0,1.0,136000.0,4,4,4,0.0,0.0,0.0,144328.912,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,No,No children,No own children present,No related children present,No workers,125000_149999,3,married_couple,no_65_plus,7.0,2,syn_t028_h0000006
14000US06089011701,8900,1013097,26,2,1,1,1.0,2,1.0,2.0,1,3,2.0,7.0,40300.0,4,4,4,0.0,0.0,,40827.8091,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,40000_44999,2,nonfamily_not_living_alone,no_65_plus,26.0,2,syn_t028_h0000007
14000US06089011701,8900,1013097,41,4,1,1,3.0,2,1.0,6.0,1,1,1.0,3.0,65600.0,1,1,1,2.0,2.0,0.0,66459.1632,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,No workers,60000_74999,1,other_female_householder,no_65_plus,41.0,4,syn_t028_h0000008
14000US06089011701,8900,1061242,15,2,1,1,3.0,2,1.0,8.0,2,1,2.0,1.0,44420.0,4,4,4,0.0,0.0,1.0,47140.36964,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,1 worker,45000_49999,2,married_couple,has_65_plus,15.0,2,syn_t028_h0000009
14000US06089011701,8900,1035838,78,4,1,1,4.0,2,1.0,8.0,1,3,3.0,3.0,68900.0,2,2,2,2.0,2.0,1.0,71369.2382,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,60000_74999,3,other_female_householder,no_65_plus,78.0,4,syn_t028_h0000010
14000US06089011701,8900,1070673,8,2,1,1,3.0,2,1.0,5.0,2,3,1.0,1.0,44500.0,4,4,4,0.0,0.0,0.0,47644.9485,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,45000_49999,1,married_couple,has_65_plus,8.0,2,syn_t028_h0000011
14000US06089011701,8900,1035838,37,3,1,1,3.0,1,1.0,6.0,1,2,2.0,1.0,57000.0,4,4,4,0.0,0.0,2.0,59042.766,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,50000_59999,2,married_couple,has_65_plus,37.0,3,syn_t028_h0000012
14000US06089011702,8900,1061242,15,2,1,1,3.0,2,1.0,6.0,2,1,2.0,1.0,42400.0,4,4,4,0.0,0.0,0.0,44996.6608,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,40000_44999,2,married_couple,has_65_plus,15.0,2,syn_t029_h0000001
14000US06089011702,8900,1013097,9,2,1,1,4.0,2,1.0,5.0,1,2,2.0,1.0,63800.0,4,4,4,0.0,0.0,0.0,64635.5886,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,60000_74999,2,married_couple,has_65_plus,9.0,2,syn_t029_h0000002
14000US06089011702,8900,1070673,12,2,1,1,2.0,3,1.0,6.0,2,2,1.0,3.0,12600.0,4,4,4,0.0,0.0,0.0,13490.4798,False,Owned free and clear,One-family house attached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,10000_14999,1,other_female_householder,has_65_plus,12.0,2,syn_t029_h0000003
14000US06089011702,8900,1070673,39,2,1,3,3.0,2,,6.0,2,1,2.0,3.0,55000.0,4,4,4,0.0,0.0,2.0,58887.015,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,2 workers,50000_59999,2,other_female_householder,no_65_plus,39.0,2,syn_t029_h0000004
14000US06089011702,8900,1054346,33,3,1,1,3.0,1,1.0,6.0,2,3,2.0,3.0,29400.0,4,4,4,0.0,0.0,0.0,30997.7724,False,Rented,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,30000_34999,2,other_female_householder,has_65_plus,33.0,3,syn_t029_h0000005
14000US06089011702,8900,1054346,38,1,1,1,3.0,2,1.0,5.0,1,1,1.0,4.0,40000.0,4,4,4,0.0,0.0,,42173.84,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,40000_44999,1,nonfamily_living_alone,no_65_plus,38.0,1,syn_t029_h0000006
14000US06089011702,8900,1054346,34,1,1,1,2.0,6,1.0,3.0,1,3,1.0,4.0,6000.0,4,4,4,0.0,0.0,,6326.076,False,Rented,5-9 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,lt_10000,1,nonfamily_living_alone,no_65_plus,34.0,1,syn_t029_h0000007
14000US06089011702,8900,1054346,43,2,1,3,2.0,2,,4.0,2,3,2.0,3.0,9000.0,4,4,4,0.0,0.0,1.0,9489.114,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,1 worker,lt_10000,2,other_female_householder,no_65_plus,43.0,2,syn_t029_h0000008
14000US06089011702,8900,1035838,10,2,1,1,2.0,3,1.0,7.0,1,3,2.0,2.0,65000.0,4,4,4,0.0,0.0,2.0,67329.47,False,Rented,One-family house attached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,60000_74999,2,other_male_householder,no_65_plus,10.0,2,syn_t029_h0000009
14000US06089011702,8900,1054346,75,1,1,1,3.0,2,2.0,6.0,1,1,1.0,4.0,55000.0,4,4,4,0.0,0.0,,57989.03,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,50000_59999,1,nonfamily_living_alone,no_65_plus,75.0,1,syn_t029_h0000010
14000US06089011702,8900,1013097,10,2,1,1,4.0,2,2.0,6.0,1,1,2.0,1.0,103000.0,4,4,4,0.0,0.0,2.0,104348.991,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,2 workers,100000_124999,2,married_couple,no_65_plus,10.0,2,syn_t029_h0000011
14000US06089011702,8900,1054346,14,3,1,1,3.0,2,1.0,5.0,1,1,2.0,3.0,72000.0,2,2,2,2.0,2.0,2.0,75912.912,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,75000_99999,2,other_female_householder,no_65_plus,14.0,3,syn_t029_h0000012
14000US06089011702,8900,1061242,41,6,1,1,3.0,2,1.0,5.0,1,3,3.0,3.0,39000.0,3,1,3,1.0,2.0,1.0,41388.438,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years only,Presence of related children under 6 years and 6 to 17 years,1 worker,40000_44999,3,other_female_householder,no_65_plus,41.0,6,syn_t029_h0000013
14000US06089011702,8900,1013097,29,2,1,1,1.0,6,2.0,3.0,1,3,0.0,3.0,16000.0,4,4,4,0.0,0.0,1.0,16209.552,False,Rented,5-9 Apartments,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,1 worker,15000_19999,0,other_female_householder,has_65_plus,29.0,2,syn_t029_h0000014
14000US06089011702,8900,1061242,7,3,1,1,3.0,2,1.0,6.0,1,2,4.0,1.0,129600.0,2,2,2,1.0,1.0,1.0,137536.9632,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,125000_149999,4_plus,married_couple,no_65_plus,7.0,3,syn_t029_h0000015
14000US06089011702,8900,1013097,15,2,1,1,3.0,2,1.0,6.0,1,2,2.0,1.0,144000.0,4,4,4,0.0,0.0,2.0,145885.968,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,125000_149999,2,married_couple,no_65_plus,15.0,2,syn_t029_h0000016
14000US06089011702,8900,1054346,42,4,1,3,7.0,2,,12.0,1,3,0.0,3.0,14400.0,2,2,2,1.0,3.0,0.0,15182.5824,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,No workers,15000_19999,0,other_female_householder,no_65_plus,42.0,4,syn_t029_h0000017
14000US06089011702,8900,1013097,16,2,1,1,3.0,2,1.0,7.0,2,2,2.0,3.0,31000.0,4,4,4,0.0,0.0,2.0,31406.007,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,2 workers,30000_34999,2,other_female_householder,no_65_plus,16.0,2,syn_t029_h0000018
14000US06089011703,8900,1054346,7,3,1,1,2.0,1,2.0,3.0,1,3,3.0,3.0,6500.0,2,2,2,2.0,2.0,0.0,6853.249,False,Rented,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,No workers,lt_10000,3,other_female_householder,no_65_plus,7.0,3,syn_t030_h0000001
14000US06089011703,8900,1070673,18,2,1,3,1.0,2,,3.0,2,3,1.0,5.0,9500.0,4,4,4,0.0,0.0,,10171.3935,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,10000_14999,1,nonfamily_living_alone,no_65_plus,18.0,2,syn_t030_h0000002
14000US06089011703,8900,1013097,47,1,1,3,0.0,1,,1.0,2,3,1.0,4.0,15600.0,4,4,4,0.0,0.0,,15804.3132,False,Rented,Mobile home or trailer,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,15000_19999,1,nonfamily_living_alone,has_65_plus,47.0,1,syn_t030_h0000003
14000US06089011703,8900,1013097,13,4,1,1,3.0,2,2.0,5.0,1,1,2.0,1.0,75000.0,3,3,3,2.0,2.0,2.0,75982.275,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,2 workers,75000_99999,2,married_couple,no_65_plus,13.0,4,syn_t030_h0000004
14000US06089011703,8900,1013097,28,2,1,3,3.0,2,,5.0,1,3,1.0,2.0,14400.0,4,4,4,0.0,0.0,0.0,14588.5968,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,Yes,No children,No own children present,No related children present,No workers,10000_14999,1,other_male_householder,has_65_plus,28.0,2,syn_t030_h0000005
14000US06089011703,8900,1035838,20,2,1,1,2.0,5,1.0,5.0,1,3,0.0,2.0,11700.0,4,4,4,0.0,0.0,1.0,12119.3046,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,10000_14999,0,other_male_householder,no_65_plus,20.0,2,syn_t030_h0000006
14000US06089011703,8900,1035838,59,2,1,1,3.0,2,2.0,5.0,1,1,2.0,5.0,119000.0,4,4,4,0.0,0.0,,123264.722,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,100000_124999,2,nonfamily_living_alone,no_65_plus,59.0,2,syn_t030_h0000007
14000US06089011703,8900,1061242,37,4,1,3,2.0,2,,3.0,2,3,1.0,3.0,21700.0,1,4,1,0.0,1.0,1.0,23028.9514,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,With children under 6 years only,No own children present,Presence of related children under 6 years only,1 worker,20000_24999,1,other_female_householder,no_65_plus,37.0,4,syn_t030_h0000008
14000US06089011703,8900,1013097,36,2,1,1,2.0,9,1.0,3.0,1,3,2.0,3.0,118000.0,4,4,4,0.0,0.0,2.0,119545.446,False,Rented,50 or more apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,100000_124999,2,other_female_householder,no_65_plus,36.0,2,syn_t030_h0000009
14000US06089011703,8900,1061242,61,4,1,1,2.0,1,1.0,4.0,1,2,1.0,3.0,10350.0,3,3,3,2.0,2.0,0.0,10983.8547,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,No workers,10000_14999,1,other_female_householder,no_65_plus,61.0,4,syn_t030_h0000010
14000US06089011703,8900,1061242,11,3,1,1,4.0,2,1.0,5.0,2,1,2.0,1.0,11500.0,4,4,4,0.0,0.0,2.0,12204.283,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,2 workers,10000_14999,2,married_couple,no_65_plus,11.0,3,syn_t030_h0000011
14000US06089011703,8900,1070673,25,3,1,1,3.0,2,2.0,4.0,1,2,1.0,3.0,50000.0,4,4,4,0.0,0.0,2.0,53533.65,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,2 workers,50000_59999,1,other_female_householder,no_65_plus,25.0,3,syn_t030_h0000012
14000US06089011703,8900,1013097,14,1,1,1,2.0,1,1.0,6.0,1,1,2.0,4.0,48200.0,4,4,4,0.0,0.0,,48831.2754,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,45000_49999,2,nonfamily_living_alone,has_65_plus,14.0,1,syn_t030_h0000013
14000US06089011703,8900,1013097,29,4,1,1,3.0,1,1.0,5.0,1,2,3.0,2.0,45400.0,2,2,2,2.0,2.0,1.0,45994.6038,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,45000_49999,3,other_male_householder,no_65_plus,29.0,4,syn_t030_h0000014
14000US06089011703,8900,1054346,64,1,1,3,4.0,2,,7.0,1,1,1.0,4.0,26000.0,4,4,4,0.0,0.0,,27412.996,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,Yes,No children,No own children present,No related children present,,25000_29999,1,nonfamily_living_alone,no_65_plus,64.0,1,syn_t030_h0000015
14000US06089011703,8900,1013097,38,3,1,1,2.0,7,2.0,4.0,1,3,1.0,3.0,20000.0,3,3,3,2.0,2.0,1.0,20261.94,False,Rented,10-19 Apartments,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,1 worker,20000_24999,1,other_female_householder,no_65_plus,38.0,3,syn_t030_h0000016
14000US06089011703,8900,1035838,8,1,1,1,3.0,2,1.0,8.0,2,2,1.0,4.0,44300.0,4,4,4,0.0,0.0,,45887.6234,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,45000_49999,1,nonfamily_living_alone,has_65_plus,8.0,1,syn_t030_h0000017
