donor_id,PUMA,ADJINC,WGTP,NP,TYPE,ACCESS,BDSP,BLD,HISPEED,RMSP,SMARTPHONE,TEN,VEH,HHT,HINCP,HUPAC,HUPAOC,HUPARC,NOC,NRC,WIF,HINCP_ADJUSTED_2018,negative_income,TEN_label,BLD_label,ACCESS_label,HISPEED_label,SMARTPHONE_label,HUPAC_label,HUPAOC_label,HUPARC_label,WIF_label,household_income,vehicle_count,household_structure,household_older_adult_presence,weight,household_size
donor_h0002438,08900,1054346,13,1,1,1,3.0,02,1,6.0,2,2,1.0,6.0,15000.0,4,4,4,0.0,0.0,,15815.19,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,15000_19999,1,nonfamily_not_living_alone,no_65_plus,13.0,1
donor_h0002439,08900,1054346,19,1,1,3,2.0,03,,4.0,2,3,1.0,6.0,15800.0,4,4,4,0.0,0.0,,16658.6668,False,Rented,One-family house attached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,15000_19999,1,nonfamily_not_living_alone,has_65_plus,19.0,1
donor_h0002440,08900,1054346,8,2,1,1,4.0,02,1,6.0,1,2,1.0,1.0,489100.0,4,4,4,0.0,0.0,0,515680.6286,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,200000_plus,1,married_couple,has_65_plus,8.0,2
donor_h0002441,08900,1054346,12,1,1,1,1.0,09,1,2.0,1,3,1.0,6.0,0.0,4,4,4,0.0,0.0,,0.0,False,Rented,50 or more apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,lt_10000,1,nonfamily_not_living_alone,no_65_plus,12.0,1
donor_h0002442,08900,1054346,7,2,1,1,3.0,02,1,8.0,1,2,3.0,1.0,193700.0,4,4,4,0.0,0.0,0,204226.8202,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,200000_plus,3,married_couple,has_65_plus,7.0,2
donor_h0002443,08900,1054346,8,1,1,1,3.0,02,1,5.0,1,1,2.0,6.0,62600.0,4,4,4,0.0,0.0,,66002.0596,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,60000_74999,2,nonfamily_not_living_alone,no_65_plus,8.0,1
donor_h0002444,08900,1054346,15,1,1,3,1.0,02,,3.0,2,3,0.0,4.0,75000.0,4,4,4,0.0,0.0,,79075.95,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,75000_99999,0,nonfamily_living_alone,no_65_plus,15.0,1
donor_h0002445,08900,1054346,14,1,1,1,4.0,02,1,8.0,2,2,1.0,6.0,63100.0,4,4,4,0.0,0.0,,66529.2326,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,60000_74999,1,nonfamily_not_living_alone,no_65_plus,14.0,1
donor_h0002446,08900,1054346,8,1,1,1,2.0,03,1,4.0,2,2,1.0,6.0,88100.0,4,4,4,0.0,0.0,,92887.8826,False,Owned free and clear,One-family house attached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,75000_99999,1,nonfamily_not_living_alone,has_65_plus,8.0,1
donor_h0002447,08900,1054346,3,2,1,2,3.0,02,,6.0,1,4,2.0,1.0,78000.0,4,4,4,0.0,0.0,2,82238.988,False,Occupied without payment of rent,One-family house detached,"Yes, without paying a cell phone company or Internet service provider",,Yes,No children,No own children present,No related children present,2 workers,75000_99999,2,married_couple,no_65_plus,3.0,2
donor_h0002448,08900,1054346,20,1,1,1,2.0,01,1,5.0,2,2,1.0,4.0,22000.0,4,4,4,0.0,0.0,,23195.612,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,20000_24999,1,nonfamily_living_alone,has_65_plus,20.0,1
donor_h0002449,08900,1054346,27,1,1,3,3.0,02,,5.0,2,2,1.0,6.0,7000.0,4,4,4,0.0,0.0,,7380.422,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,lt_10000,1,nonfamily_not_living_alone,has_65_plus,27.0,1
donor_h0002450,08900,1054346,9,1,1,3,2.0,01,,4.0,2,2,1.0,6.0,13900.0,4,4,4,0.0,0.0,,14655.4094,False,Owned free and clear,Mobile home or trailer,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,10000_14999,1,nonfamily_not_living_alone,has_65_plus,9.0,1
donor_h0002451,08900,1054346,13,2,1,1,4.0,02,1,8.0,2,1,1.0,1.0,39300.0,4,4,4,0.0,0.0,0,41435.7978,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,40000_44999,1,married_couple,has_65_plus,13.0,2
donor_h0002452,08900,1054346,13,2,1,1,4.0,02,2,7.0,1,3,2.0,1.0,34800.0,4,4,4,0.0,0.0,0,36691.2408,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,No workers,35000_39999,2,married_couple,has_65_plus,13.0,2
donor_h0002453,08900,1054346,12,2,1,1,3.0,02,1,7.0,1,2,2.0,1.0,110200.0,4,4,4,0.0,0.0,0,116188.9292,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,100000_124999,2,married_couple,has_65_plus,12.0,2
donor_h0002454,08900,1054346,11,1,1,1,3.0,02,2,9.0,2,2,1.0,6.0,36400.0,4,4,4,0.0,0.0,,38378.1944,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,No,No children,No own children present,No related children present,,35000_39999,1,nonfamily_not_living_alone,has_65_plus,11.0,1
donor_h0002455,08900,1054346,2,4,1,1,2.0,02,2,5.0,1,1,2.0,1.0,32500.0,2,2,2,2.0,2.0,2,34266.245,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,2 workers,30000_34999,2,married_couple,no_65_plus,2.0,4
donor_h0002456,08900,1054346,14,1,1,1,3.0,02,1,5.0,2,2,2.0,4.0,17000.0,4,4,4,0.0,0.0,,17923.882,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,15000_19999,2,nonfamily_living_alone,has_65_plus,14.0,1
donor_h0002457,08900,1054346,11,1,1,1,1.0,09,1,2.0,1,3,0.0,6.0,68000.0,4,4,4,0.0,0.0,,71695.528,False,Rented,50 or more apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,60000_74999,0,nonfamily_not_living_alone,has_65_plus,11.0,1
donor_h0002458,08900,1054346,4,1,1,1,3.0,02,1,7.0,2,2,2.0,6.0,27600.0,4,4,4,0.0,0.0,,29099.9496,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,25000_29999,2,nonfamily_not_living_alone,has_65_plus,4.0,1
donor_h0002459,08900,1054346,10,3,1,1,3.0,01,1,5.0,1,1,2.0,1.0,73800.0,4,4,4,0.0,0.0,2,77810.7348,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,75000_99999,2,married_couple,has_65_plus,10.0,3
donor_h0002460,08900,1054346,13,1,1,1,4.0,01,2,8.0,1,1,1.0,4.0,47500.0,4,4,4,0.0,0.0,,50081.435,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,50000_59999,1,nonfamily_living_alone,no_65_plus,13.0,1
donor_h0002461,08900,1054346,10,1,1,1,1.0,06,1,3.0,1,3,0.0,6.0,11100.0,4,4,4,0.0,0.0,,11703.2406,False,Rented,5-9 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,10000_14999,0,nonfamily_not_living_alone,no_65_plus,10.0,1
donor_h0002462,08900,1054346,11,1,1,3,3.0,02,,5.0,2,1,6.0,4.0,144000.0,4,4,4,0.0,0.0,,151825.824,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,150000_199999,4_plus,nonfamily_living_alone,no_65_plus,11.0,1
donor_h0002463,08900,1054346,5,1,1,1,4.0,02,1,9.0,1,2,3.0,4.0,28400.0,4,4,4,0.0,0.0,,29943.4264,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,25000_29999,3,nonfamily_living_alone,has_65_plus,5.0,1
donor_h0002464,08900,1054346,20,1,1,1,3.0,02,2,10.0,1,2,2.0,6.0,37000.0,4,4,4,0.0,0.0,,39010.802,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,35000_39999,2,nonfamily_not_living_alone,has_65_plus,20.0,1
donor_h0002465,08900,1054346,59,1,1,1,2.0,06,1,3.0,1,3,1.0,4.0,50000.0,4,4,4,0.0,0.0,,52717.3,False,Rented,5-9 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,50000_59999,1,nonfamily_living_alone,no_65_plus,59.0,1
donor_h0002466,08900,1054346,9,1,1,1,2.0,03,1,4.0,2,3,1.0,6.0,29400.0,4,4,4,0.0,0.0,,30997.7724,False,Rented,One-family house attached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,30000_34999,1,nonfamily_not_living_alone,has_65_plus,9.0,1
donor_h0002467,08900,1054346,21,1,1,3,1.0,06,,3.0,2,3,0.0,4.0,11500.0,4,4,4,0.0,0.0,,12124.979,False,Rented,5-9 Apartments,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,10000_14999,0,nonfamily_living_alone,has_65_plus,21.0,1
donor_h0002468,08900,1054346,41,6,1,1,3.0,02,1,10.0,1,1,6.0,1.0,159100.0,1,4,1,0.0,1.0,3,167746.4486,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years only,No own children present,Presence of related children under 6 years only,3 or more workers in family,150000_199999,4_plus,married_couple,no_65_plus,41.0,6
donor_h0002469,08900,1054346,8,2,1,3,3.0,02,,6.0,2,2,1.0,1.0,78100.0,4,4,4,0.0,0.0,0,82344.4226,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,No workers,75000_99999,1,married_couple,has_65_plus,8.0,2
donor_h0002470,08900,1054346,8,2,1,1,3.0,02,1,6.0,1,2,2.0,1.0,66400.0,4,4,4,0.0,0.0,1,70008.5744,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,1 worker,60000_74999,2,married_couple,has_65_plus,8.0,2
donor_h0002471,08900,1054346,13,3,1,1,4.0,02,2,7.0,1,1,3.0,1.0,110030.0,4,4,4,0.0,0.0,3,116009.69038,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,3 or more workers in family,100000_124999,3,married_couple,no_65_plus,13.0,3
donor_h0002472,08900,1054346,8,2,1,1,3.0,02,1,5.0,1,2,2.0,1.0,142000.0,4,4,4,0.0,0.0,2,149717.132,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,125000_149999,2,married_couple,no_65_plus,8.0,2
donor_h0002473,08900,1054346,3,2,1,1,3.0,02,2,6.0,2,2,3.0,1.0,22230.0,4,4,4,0.0,0.0,0,23438.11158,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,No,No children,No own children present,No related children present,No workers,20000_24999,3,married_couple,has_65_plus,3.0,2
donor_h0002474,08900,1054346,11,1,1,1,2.0,01,1,5.0,2,2,1.0,6.0,62000.0,4,4,4,0.0,0.0,,65369.452,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,60000_74999,1,nonfamily_not_living_alone,no_65_plus,11.0,1
donor_h0002475,08900,1054346,7,1,1,3,2.0,02,,3.0,2,3,1.0,6.0,4100.0,4,4,4,0.0,0.0,,4322.8186,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,lt_10000,1,nonfamily_not_living_alone,no_65_plus,7.0,1
donor_h0002476,08900,1054346,24,1,1,3,2.0,01,,7.0,2,2,1.0,6.0,25700.0,4,4,4,0.0,0.0,,27096.6922,False,Owned free and clear,Mobile home or trailer,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,25000_29999,1,nonfamily_not_living_alone,has_65_plus,24.0,1
donor_h0002477,08900,1054346,10,2,1,2,4.0,02,,12.0,1,2,3.0,1.0,438000.0,4,4,4,0.0,0.0,0,461803.548,False,Owned free and clear,One-family house detached,"Yes, without paying a cell phone company or Internet service provider",,Yes,No children,No own children present,No related children present,No workers,200000_plus,3,married_couple,no_65_plus,10.0,2
donor_h0002478,08900,1054346,35,1,1,3,1.0,01,,3.0,2,2,1.0,6.0,13600.0,4,4,4,0.0,0.0,,14339.1056,False,Owned free and clear,Mobile home or trailer,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,10000_14999,1,nonfamily_not_living_alone,no_65_plus,35.0,1
donor_h0002479,08900,1054346,10,4,1,1,3.0,02,1,5.0,1,1,2.0,1.0,90000.0,1,1,1,2.0,2.0,1,94891.14,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,1 worker,75000_99999,2,married_couple,no_65_plus,10.0,4
donor_h0002480,08900,1054346,9,4,1,3,3.0,02,,5.0,2,3,1.0,3.0,37000.0,2,2,2,2.0,2.0,1,39010.802,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,35000_39999,1,other_female_householder,no_65_plus,9.0,4
donor_h0002481,08900,1054346,14,1,1,1,1.0,05,1,3.0,1,3,0.0,4.0,18200.0,4,4,4,0.0,0.0,,19189.0972,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,15000_19999,0,nonfamily_living_alone,no_65_plus,14.0,1
donor_h0002482,08900,1054346,2,2,1,1,2.0,01,1,4.0,2,2,2.0,1.0,16800.0,4,4,4,0.0,0.0,0,17713.0128,False,Owned free and clear,Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,15000_19999,2,married_couple,has_65_plus,2.0,2
donor_h0002483,08900,1054346,11,2,1,1,4.0,02,1,8.0,1,1,2.0,7.0,231800.0,4,4,4,0.0,0.0,,244397.4028,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,200000_plus,2,nonfamily_not_living_alone,has_65_plus,11.0,2
donor_h0002484,08900,1054346,38,1,1,1,3.0,02,1,5.0,1,1,1.0,4.0,40000.0,4,4,4,0.0,0.0,,42173.84,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,40000_44999,1,nonfamily_living_alone,no_65_plus,38.0,1
donor_h0002485,08900,1054346,10,3,1,1,3.0,02,1,8.0,1,1,3.0,1.0,61920.0,2,2,2,1.0,1.0,3,65285.10432,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,3 or more workers in family,60000_74999,3,married_couple,no_65_plus,10.0,3
donor_h0002486,08900,1054346,10,4,1,1,4.0,02,1,6.0,1,1,2.0,1.0,35000.0,1,1,1,2.0,2.0,1,36902.11,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years only,Presence of own children under 6 years only,Presence of related children under 6 years only,1 worker,35000_39999,2,married_couple,no_65_plus,10.0,4
donor_h0002487,08900,1054346,15,1,1,1,3.0,02,1,7.0,1,1,2.0,6.0,65000.0,4,4,4,0.0,0.0,,68532.49,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,60000_74999,2,nonfamily_not_living_alone,no_65_plus,15.0,1
donor_h0002488,08900,1054346,8,3,1,1,3.0,02,1,6.0,1,1,3.0,2.0,95510.0,4,4,4,0.0,0.0,0,100700.58646,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,100000_124999,3,other_male_householder,has_65_plus,8.0,3
donor_h0002489,08900,1054346,15,1,1,1,2.0,02,1,4.0,2,1,1.0,6.0,46000.0,4,4,4,0.0,0.0,,48499.916,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,45000_49999,1,nonfamily_not_living_alone,has_65_plus,15.0,1
donor_h0002490,08900,1054346,29,2,1,3,2.0,06,,4.0,1,3,1.0,1.0,45000.0,4,4,4,0.0,0.0,1,47445.57,False,Rented,5-9 Apartments,"No access to the Internet at this house, apartment, or mobile home",,Yes,No children,No own children present,No related children present,1 worker,45000_49999,1,married_couple,no_65_plus,29.0,2
donor_h0002491,08900,1054346,13,1,1,1,2.0,06,1,4.0,1,3,1.0,6.0,31940.0,4,4,4,0.0,0.0,,33675.81124,False,Rented,5-9 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,30000_34999,1,nonfamily_not_living_alone,has_65_plus,13.0,1
donor_h0002492,08900,1054346,42,4,1,1,4.0,02,1,7.0,1,1,4.0,1.0,105000.0,3,3,3,2.0,2.0,2,110706.33,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,2 workers,100000_124999,4_plus,married_couple,no_65_plus,42.0,4
donor_h0002493,08900,1054346,44,1,1,1,3.0,04,1,4.0,2,2,1.0,6.0,51000.0,4,4,4,0.0,0.0,,53771.646,False,Owned free and clear,2 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,50000_59999,1,nonfamily_not_living_alone,has_65_plus,44.0,1
donor_h0002494,08900,1054346,17,5,1,1,4.0,02,1,7.0,1,2,3.0,1.0,43000.0,2,4,2,0.0,2.0,1,45336.878,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,With children 6 to 17 years only,No own children present,Presence of related children 6 to 17 years only,1 worker,45000_49999,3,married_couple,has_65_plus,17.0,5
donor_h0002495,08900,1054346,48,1,1,3,3.0,02,,4.0,2,2,1.0,6.0,25600.0,4,4,4,0.0,0.0,,26991.2576,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,25000_29999,1,nonfamily_not_living_alone,has_65_plus,48.0,1
donor_h0002496,08900,1054346,49,1,1,3,2.0,02,,4.0,2,2,1.0,4.0,0.0,4,4,4,0.0,0.0,,0.0,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,,lt_10000,1,nonfamily_living_alone,no_65_plus,49.0,1
donor_h0002497,08900,1054346,22,2,1,1,2.0,02,1,4.0,1,1,2.0,1.0,26900.0,4,4,4,0.0,0.0,2,28361.9074,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,25000_29999,2,married_couple,has_65_plus,22.0,2
donor_h0002498,08900,1054346,2,3,1,1,3.0,02,2,10.0,1,3,4.0,2.0,146000.0,4,4,4,0.0,0.0,1,153934.516,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,1 worker,150000_199999,4_plus,other_male_householder,no_65_plus,2.0,3
donor_h0002499,08900,1054346,14,1,1,1,1.0,02,1,2.0,1,3,1.0,4.0,10000.0,4,4,4,0.0,0.0,,10543.46,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,10000_14999,1,nonfamily_living_alone,no_65_plus,14.0,1
donor_h0002500,08900,1054346,15,2,1,1,5.0,02,1,9.0,1,1,3.0,1.0,74620.0,4,4,4,0.0,0.0,0,78675.29852,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,No workers,75000_99999,3,married_couple,has_65_plus,15.0,2
donor_h0002501,08900,1054346,4,2,1,3,2.0,01,,4.0,2,2,2.0,1.0,33000.0,4,4,4,0.0,0.0,0,34793.418,False,Owned free and clear,Mobile home or trailer,"No access to the Internet at this house, apartment, or mobile home",,No,No children,No own children present,No related children present,No workers,30000_34999,2,married_couple,has_65_plus,4.0,2
donor_h0002502,08900,1054346,2,1,1,1,3.0,01,2,8.0,1,1,1.0,4.0,62000.0,4,4,4,0.0,0.0,,65369.452,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,,60000_74999,1,nonfamily_living_alone,has_65_plus,2.0,1
donor_h0002503,08900,1054346,14,2,1,1,3.0,02,1,5.0,2,2,2.0,1.0,25100.0,4,4,4,0.0,0.0,0,26464.0846,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,No workers,25000_29999,2,married_couple,has_65_plus,14.0,2
donor_h0002504,08900,1054346,24,5,1,3,3.0,02,,5.0,1,2,1.0,3.0,23000.0,3,3,3,4.0,4.0,1,24249.958,False,Owned free and clear,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,1 worker,20000_24999,1,other_female_householder,no_65_plus,24.0,5
donor_h0002505,08900,1054346,8,2,1,1,3.0,02,1,8.0,1,1,3.0,1.0,283001.0,4,4,4,0.0,0.0,2,298380.972346,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,200000_plus,3,married_couple,no_65_plus,8.0,2
donor_h0002506,08900,1054346,11,1,1,1,0.0,08,1,1.0,2,3,1.0,6.0,5100.0,4,4,4,0.0,0.0,,5377.1646,False,Rented,20-49 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,lt_10000,1,nonfamily_not_living_alone,has_65_plus,11.0,1
donor_h0002507,08900,1054346,10,2,1,1,3.0,02,2,6.0,1,2,4.0,1.0,11800.0,4,4,4,0.0,0.0,0,12441.2828,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,No workers,10000_14999,4_plus,married_couple,has_65_plus,10.0,2
donor_h0002508,08900,1054346,21,5,1,1,2.0,01,2,5.0,1,1,1.0,1.0,145500.0,1,4,1,0.0,1.0,3,153407.343,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years only,No own children present,Presence of related children under 6 years only,3 or more workers in family,150000_199999,1,married_couple,no_65_plus,21.0,5
donor_h0002509,08900,1054346,9,1,1,1,1.0,02,2,3.0,2,1,1.0,4.0,15100.0,4,4,4,0.0,0.0,,15920.6246,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,No,No children,No own children present,No related children present,,15000_19999,1,nonfamily_living_alone,has_65_plus,9.0,1
donor_h0002510,08900,1054346,17,1,1,1,3.0,02,1,6.0,2,1,1.0,6.0,38800.0,4,4,4,0.0,0.0,,40908.6248,False,Owned with mortgage or loan (include home equity loans),One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,40000_44999,1,nonfamily_not_living_alone,has_65_plus,17.0,1
donor_h0002511,08900,1054346,35,2,1,1,2.0,05,1,4.0,1,3,2.0,1.0,118000.0,4,4,4,0.0,0.0,2,124412.828,False,Rented,3-4 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,2 workers,100000_124999,2,married_couple,no_65_plus,35.0,2
donor_h0002512,08900,1054346,57,4,1,1,2.0,07,1,4.0,1,3,2.0,7.0,36000.0,4,4,4,0.0,0.0,,37956.456,False,Rented,10-19 Apartments,"Yes, by paying a cell phone company or Internet service provider",Yes,Yes,No children,No own children present,No related children present,,35000_39999,2,nonfamily_not_living_alone,no_65_plus,57.0,4
donor_h0002513,08900,1054346,34,2,1,3,3.0,02,,5.0,1,3,0.0,3.0,0.0,4,4,4,0.0,0.0,0,0.0,False,Rented,One-family house detached,"No access to the Internet at this house, apartment, or mobile home",,Yes,No children,No own children present,No related children present,No workers,lt_10000,0,other_female_householder,no_65_plus,34.0,2
donor_h0002514,08900,1054346,15,2,1,3,2.0,01,,3.0,2,1,1.0,3.0,51600.0,2,2,2,1.0,1.0,1,54404.2536,False,Owned with mortgage or loan (include home equity loans),Mobile home or trailer,"No access to the Internet at this house, apartment, or mobile home",,No,With children 6 to 17 years only,Presence of own children 6 to 17 years only,Presence of related children 6 to 17 years only,1 worker,50000_59999,1,other_female_householder,no_65_plus,15.0,2
donor_h0002515,08900,1054346,10,1,1,1,2.0,02,1,5.0,2,2,1.0,6.0,40000.0,4,4,4,0.0,0.0,,42173.84,False,Owned free and clear,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",Yes,No,No children,No own children present,No related children present,,40000_44999,1,nonfamily_not_living_alone,no_65_plus,10.0,1
donor_h0002516,08900,1054346,10,5,1,1,2.0,02,2,3.0,1,3,1.0,3.0,18600.0,3,3,3,4.0,4.0,1,19610.8356,False,Rented,One-family house detached,"Yes, by paying a cell phone company or Internet service provider",No,Yes,With children under 6 years and 6 to 17 years,Presence of own children under 6 years and 6 to 17 years,Presence of related children under 6 years and 6 to 17 years,1 worker,15000_19999,1,other_female_householder,no_65_plus,10.0,5
donor_h0002517,08900,1054346,11,2,1,1,2.0,06,2,6.0,1,3,1.0,3.0,32700.0,4,4,4,0.0,0.0,1,34477.1142,False,Rented,5-9 Apartments,"Yes, by paying a cell phone company or Internet service provider",No,Yes,No children,No own children present,No related children present,1 worker,30000_34999,1,other_female_householder,has_65_plus,11.0,2
